SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1843384,100011,-3,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1843384,100011,-35,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1843384,100011,-16,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1843384,100011,-65,151067.115,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,145960.74,151067.115,151067.115,0.0,0,0.0,0.0,10.0,Active,0,0
1843384,100011,-4,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1843384,100011,-7,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1843384,100011,-6,0.0,90000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1843384,100011,-43,804.195,180000,0.0,0.0,0.0,0.0,9000.0,55485.0,55485.0,0.0,-563.355,-563.355,0.0,0,0.0,0.0,32.0,Active,0,0
1843384,100011,-20,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1843384,100011,-41,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,-563.355,-563.355,0.0,0,0.0,0.0,33.0,Active,0,0
1843384,100011,-69,166628.16,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,161289.72,166628.16,166628.16,0.0,0,0.0,0.0,6.0,Active,0,0
1843384,100011,-59,126455.04,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,121734.63,126455.04,126455.04,0.0,0,0.0,0.0,16.0,Active,0,0
1843384,100011,-45,59544.765,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,55806.705,59544.765,59544.765,0.0,0,0.0,0.0,30.0,Active,0,0
1843384,100011,-34,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1843384,100011,-40,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,-563.355,-563.355,0.0,0,0.0,0.0,33.0,Active,0,0
2594025,100021,-12,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2594025,100021,-14,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2594025,100021,-3,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-5,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-6,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-8,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-18,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2594025,100021,-4,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-11,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-7,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-9,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-10,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-15,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2594025,100021,-16,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2594025,100021,-2,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2594025,100021,-13,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2594025,100021,-17,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1499902,100023,-6,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1499902,100023,-9,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1499902,100023,-4,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1499902,100023,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1499902,100023,-7,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1499902,100023,-5,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1499902,100023,-10,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1499902,100023,-8,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1914954,100028,-8,0.0,225000,0.0,0.0,0.0,0.0,6438.33,6440.67,6440.67,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1914954,100028,-24,13363.2,225000,0.0,10312.785,0.0,10312.785,11250.0,11250.0,11250.0,12656.025,13363.2,13363.2,0.0,4,0.0,4.0,17.0,Active,0,0
1914954,100028,-1,37335.915,225000,0.0,22823.55,0.0,22823.55,11250.0,11250.0,11250.0,36270.675,36980.415,36980.415,0.0,4,0.0,4.0,35.0,Active,0,0
1914954,100028,-40,9137.07,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,8279.055,9137.07,9137.07,0.0,0,0.0,0.0,3.0,Active,0,0
1914954,100028,-2,24710.085,225000,0.0,15009.615,0.0,15009.615,11250.0,11250.0,11250.0,23981.445,24354.585,24354.585,0.0,9,0.0,9.0,34.0,Active,0,0
1914954,100028,-21,10670.4,225000,0.0,10839.6,0.0,10839.6,9150.3,5175.0,5175.0,10314.9,10670.4,10670.4,0.0,3,0.0,3.0,20.0,Active,0,0
1914954,100028,-34,14204.925,225000,0.0,16621.515,0.0,16621.515,3448.485,6300.0,6300.0,13770.0,14204.925,14204.925,0.0,7,0.0,7.0,9.0,Active,0,0
1914954,100028,-14,8600.805,225000,0.0,8383.5,0.0,8383.5,9986.805,10125.0,10125.0,8245.305,8245.305,8245.305,0.0,3,0.0,3.0,27.0,Active,0,0
1914954,100028,-6,0.0,225000,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1914954,100028,-26,6465.555,225000,0.0,0.0,0.0,0.0,2029.905,2250.0,2250.0,6110.055,6465.555,6465.555,0.0,0,0.0,0.0,15.0,Active,0,0
1914954,100028,-41,19654.83,225000,0.0,0.0,0.0,0.0,143.325,225.0,225.0,17821.8,19654.83,19654.83,0.0,0,0.0,0.0,2.0,Active,0,0
1914954,100028,-13,11342.025,225000,0.0,11385.72,0.0,11385.72,8600.805,9000.0,9000.0,10986.525,10986.525,10986.525,0.0,3,0.0,3.0,28.0,Active,0,0
1914954,100028,-15,9986.805,225000,0.0,9839.475,0.0,9839.475,7666.83,7875.0,7875.0,9631.305,9631.305,9631.305,0.0,3,0.0,3.0,26.0,Active,0,0
1914954,100028,-17,7101.09,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,6365.835,6745.59,6745.59,0.0,0,0.0,0.0,24.0,Active,0,0
1914954,100028,-39,45.585,225000,0.0,0.0,0.0,0.0,9095.355,9354.645,9225.0,0.0,45.585,45.585,0.0,0,0.0,0.0,4.0,Active,0,0
1914954,100028,-4,0.0,225000,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1914954,100028,-12,16717.41,225000,0.0,18125.19,0.0,18125.19,8772.525,13275.0,13275.0,16192.215,16361.91,16361.91,0.0,12,0.0,12.0,29.0,Active,0,0
1914954,100028,-31,0.0,225000,0.0,0.0,0.0,0.0,6559.47,6940.53,6918.705,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
1914954,100028,-7,0.0,225000,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1914954,100028,-44,9922.815,225000,9000.0,9000.0,0.0,0.0,,,0.0,9000.0,9027.315,9027.315,1.0,1,0.0,0.0,,Active,0,0
1914954,100028,-36,6047.325,225000,0.0,5756.265,0.0,5756.265,3535.56,3600.0,3600.0,5691.825,6047.325,6047.325,0.0,3,0.0,3.0,7.0,Active,0,0
1914954,100028,-27,8360.055,225000,0.0,8245.8,0.0,8245.8,7560.09,7650.0,7650.0,8155.89,8360.055,8360.055,0.0,6,0.0,6.0,14.0,Active,0,0
1914954,100028,-30,0.0,225000,0.0,0.0,0.0,0.0,21.825,168.705,168.705,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1914954,100028,-32,6576.435,225000,0.0,2280.96,0.0,2280.96,11250.0,11250.0,11250.0,5843.115,6576.435,6576.435,0.0,2,0.0,2.0,11.0,Active,0,0
1914954,100028,-3,20221.83,225000,0.0,19867.5,0.0,19867.5,0.0,0.0,0.0,19866.33,19866.33,19866.33,0.0,9,0.0,9.0,33.0,Active,0,0
1914954,100028,-47,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1914954,100028,-29,2183.58,225000,0.0,2352.285,0.0,2352.285,0.0,168.705,168.705,2183.58,2183.58,2183.58,0.0,1,0.0,1.0,13.0,Active,0,0
1914954,100028,-20,3720.6,225000,0.0,6194.7,0.0,6194.7,4864.545,9225.0,4950.0,3720.6,4076.1,4076.1,0.0,2,0.0,2.0,21.0,Active,0,0
1914954,100028,-18,17615.835,225000,0.0,17964.855,0.0,17964.855,6197.13,8550.0,8550.0,17260.335,17260.335,17260.335,0.0,7,0.0,7.0,23.0,Active,0,0
1914954,100028,-11,18248.895,225000,0.0,16552.26,0.0,16552.26,11250.0,15750.0,15750.0,17519.67,17893.395,17893.395,0.0,6,0.0,6.0,30.0,Active,0,0
1914954,100028,-33,14812.155,225000,0.0,7451.73,0.0,7451.73,7198.425,7200.0,7200.0,14456.655,14812.155,14812.155,0.0,2,0.0,2.0,10.0,Active,0,0
1914954,100028,-23,7431.3,225000,0.0,3649.77,0.0,3649.77,10084.05,10125.0,10125.0,6878.385,7431.3,7431.3,0.0,3,0.0,3.0,18.0,Active,0,0
1914954,100028,-25,13593.24,225000,0.0,13522.185,0.0,13522.185,6465.555,6750.0,6750.0,13237.74,13593.24,13593.24,0.0,5,0.0,5.0,16.0,Active,0,0
1914954,100028,-49,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1914954,100028,-38,6330.06,225000,0.0,6153.975,0.0,6153.975,175.23,225.0,225.0,5974.56,6330.06,6330.06,0.0,3,0.0,3.0,5.0,Active,0,0
1914954,100028,-10,7888.545,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,6998.895,7533.045,7533.045,0.0,0,0.0,0.0,31.0,Active,0,0
1914954,100028,-19,7845.48,225000,0.0,8449.74,0.0,8449.74,7926.3,9000.0,9000.0,7445.34,7845.48,7845.48,0.0,5,0.0,5.0,22.0,Active,0,0
1914954,100028,-48,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1914954,100028,-43,8269.425,225000,0.0,0.0,0.0,0.0,,2250.0,2250.0,6750.0,8269.425,8269.425,0.0,0,0.0,0.0,,Active,0,0
1914954,100028,-9,6438.33,225000,0.0,5996.835,0.0,5996.835,7855.11,7875.0,7875.0,5976.945,6082.83,6082.83,0.0,3,0.0,3.0,32.0,Active,0,0
1914954,100028,-46,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1914954,100028,-35,3448.485,225000,0.0,1891.17,0.0,1891.17,4764.825,4950.0,4950.0,2988.495,3448.485,3448.485,0.0,2,0.0,2.0,8.0,Active,0,0
1914954,100028,-45,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1914954,100028,-22,150.3,225000,0.0,9013.5,0.0,9013.5,7431.3,12150.0,7650.0,150.3,505.8,505.8,0.0,3,0.0,3.0,19.0,Active,0,0
1914954,100028,-37,3535.56,225000,0.0,3600.0,0.0,3600.0,6330.06,6750.0,6750.0,3180.06,3535.56,3535.56,0.0,1,0.0,1.0,6.0,Active,0,0
1914954,100028,-16,7666.83,225000,0.0,7358.13,0.0,7358.13,7070.67,7200.0,7200.0,7228.8,7311.33,7311.33,0.0,2,0.0,2.0,25.0,Active,0,0
1914954,100028,-5,0.0,225000,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1914954,100028,-42,18964.98,225000,18000.0,18000.0,0.0,0.0,8228.475,8421.525,8325.0,18000.0,18064.98,18064.98,1.0,1,0.0,0.0,1.0,Active,0,0
1914954,100028,-28,7560.09,225000,0.0,5021.01,0.0,5021.01,0.0,0.0,0.0,7204.59,7560.09,7560.09,0.0,2,0.0,2.0,13.0,Active,0,0
2621538,100036,-5,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-7,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-10,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-2,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-13,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-6,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-8,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-12,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-9,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-3,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2621538,100036,-4,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2137382,100042,-80,83201.625,90000,0.0,0.0,0.0,0.0,4500.0,7942.5,7942.5,80551.215,83201.625,83201.625,0.0,0,0.0,0.0,4.0,Active,0,0
